Epoch,Acc,Loss
1,0.900475059486,0.338448890447
2,0.922961203663,0.282709686693
3,0.929216152198,0.275490070465
4,0.936342042604,0.270199551265
5,0.942438637974,0.237434600576
6,0.946555819326,0.215105426732
7,0.937212984768,0.280582974043
8,0.947110055235,0.241774565199
9,0.943863816122,0.234599873454
10,0.945526523998,0.295047828609
11,0.94980205877,0.236231509566
12,0.94196357863,0.271797111977
